PaymentID,CustomerId,ProductId,TransactionDate,CreditCard,CreditCardNumber
3423993,140,10231,06-07-0014T09:06:01,amex,3762 5099 2988 656
3423995,633,10243,06-07-0034T02:28:26,maestro,6759 0154 0115 0238
3424001,783,10022,06-07-0006T07:37:11,visaelectron,4917 4970 5909 3460
3424003,576,10015,06-07-0027T10:27:33,visa,4535 3753 1693 1429
3424006,447,10075,05-07-0012T09:28:30,mastercard,5299 0704 9700 0663
3424010,655,10317,06-07-0022T11:42:31,amex,3729 1990 5207 313
3424015,776,10131,06-07-0015T02:13:08,instapayment,6398 0466 9675 5891
3424019,157,10187,06-07-0027T06:22:04,instapayment,6375 6651 8050 5988
3424024,745,10304,05-07-0021T07:08:15,mastercard,5282 8592 9091 3232
3424026,4,10304,05-07-0032T05:56:40,mastercard,5437 4301 2142 7380
3424032,528,10052,06-07-0030T10:55:30,maestro,6304 6731 3118 0204
3424039,278,10111,06-07-0023T10:52:41,amex,3780 6261 1724 786
3424050,854,10103,06-07-0019T05:38:30,visa,4665 6375 2700 2015
3424067,809,10052,06-07-0019T05:00:57,visa,4200 7448 4764 1787
3424068,206,10346,06-07-0018T04:56:08,instapayment,6383 9865 3296 7316
3424071,638,10334,05-07-0028T01:08:29,amex,3406 5337 2105 630
3424076,462,10104,05-07-0025T11:20:02,instapayment,6393 3461 2143 1117
3424086,849,10167,06-07-0018T02:14:06,amex,3482 1061 3054 309
3424090,38,10097,05-07-0013T09:07:28,visa,4471 1344 2349 2478
3424091,323,10238,05-07-0024T06:25:30,amex,3744 5005 7437 837
3424095,445,10243,06-07-0031T07:03:55,maestro,6304 3711 7942 8631
3424104,181,10093,05-07-0033T11:04:51,instapayment,6389 8311 4570 1633
3424108,904,10306,06-07-0006T01:28:00,amex,3723 1299 4709 078
3424112,306,10116,05-07-0025T11:31:44,mastercard,5192 2161 9185 1392
3424114,951,10244,06-07-0006T10:03:49,visaelectron,4917 0127 7105 8244
3424115,425,10209,06-07-0019T08:35:20,visa,4966 1618 0452 2286
3424116,546,10276,05-07-0012T12:23:50,visa,4725 9681 5527 8900
3424118,49,10097,05-07-0009T09:27:59,visa,4157 6072 4843 4826
3424123,785,10243,06-07-0018T04:42:08,amex,3737 1926 4943 279
3424125,372,10028,06-07-0018T07:58:15,visaelectron,4175 0080 1986 7237
3424126,927,10126,05-07-0028T05:06:33,maestro,6761 1224 6137 8513
3424132,555,10071,06-07-0011T09:27:15,maestro,6761 6112 1556 6308
3424135,226,10276,05-07-0024T10:11:31,maestro,5038 7686 2513 4652
3424142,730,10053,06-07-0031T03:32:22,maestro,5020 6702 1882 8619
3424143,445,10028,05-07-0009T04:56:11,visa,4586 8383 0371 4478
3424144,879,10161,05-07-0020T10:37:32,maestro,5018 0644 0966 4591
3424151,65,10022,05-07-0025T10:32:27,mastercard,5449 1892 2029 2659
3424152,288,10028,05-07-0021T11:10:18,visaelectron,4913 8279 4382 4106
3424158,513,10174,05-07-0017T09:31:30,visaelectron,4026 8681 3576 9521
3424165,851,10329,06-07-0015T10:24:12,instapayment,6378 8238 1686 4066
3424167,917,10264,06-07-0035T10:26:40,visa,4705 8805 9893 2247
3424170,344,10329,05-07-0025T08:23:38,visaelectron,4844 9397 5281 0656
3424175,543,10238,06-07-0010T04:39:08,amex,3787 1592 2056 483
3424176,532,10111,06-07-0007T06:36:40,amex,3762 2977 7326 076
3424177,961,10111,05-07-0017T06:11:50,amex,3750 5169 1000 582
3424179,48,10030,05-07-0012T06:23:06,amex,3497 1552 8935 854
3424184,821,10258,05-07-0020T12:14:54,instapayment,6392 2212 2232 0116
3424199,883,10139,06-07-0019T11:17:01,amex,3411 8287 3849 123
3424204,714,10027,05-07-0012T10:52:50,instapayment,6377 7077 7842 1125
3424207,63,10163,05-07-0025T06:57:13,visa,4760 6598 9355 7178
3424211,763,10186,05-07-0024T12:35:50,visa,4864 5860 0070 0737
3424214,818,10216,06-07-0031T12:41:23,maestro,6762 6264 9763 6693
3424217,57,10191,06-07-0034T05:44:59,maestro,5020 0127 4868 3380
3424221,782,10092,05-07-0016T09:17:12,amex,3767 4762 0458 804
3424222,605,10191,06-07-0019T01:58:14,amex,3465 6305 1776 110
3424225,244,10244,06-07-0014T08:30:24,visa,4234 7007 7886 6231
3424229,386,10258,05-07-0020T06:01:14,visa,4588 3261 9173 2800
3424234,210,10033,06-07-0026T01:59:11,visa,4326 2863 3829 1929
3424238,883,10293,06-07-0019T01:41:16,amex,3460 5233 9086 435
3424244,657,10209,06-07-0010T12:39:01,visa,4338 7957 8635 9281
3424245,331,10307,06-07-0027T01:58:07,amex,3753 8201 7987 156
3424247,882,10163,06-07-0018T06:59:08,visa,4446 0899 2191 5325
3424248,628,10029,06-07-0035T09:35:03,visaelectron,4026 4589 5348 3619
3424249,515,10094,06-07-0026T01:05:12,visa,4818 4728 4439 0737
3424256,895,10139,05-07-0025T03:47:34,visaelectron,4175 0096 7449 1909
3424258,232,10040,06-07-0018T09:20:06,maestro,5018 0063 7172 6072
3424260,539,10157,06-07-0030T09:13:16,visaelectron,4917 1551 5901 2190
3424261,291,10110,06-07-0006T02:29:51,mastercard,5411 2696 3692 9286
3424268,563,10250,05-07-0012T08:18:29,mastercard,5407 0819 4929 4647
3424269,501,10090,05-07-0020T09:50:05,maestro,6763 2232 5291 1492
3424270,397,10069,05-07-0012T09:59:54,maestro,5018 8626 0323 4099
3424273,401,10280,06-07-0006T09:15:36,instapayment,6388 5389 7478 5295
3424276,579,10177,06-07-0015T08:56:42,amex,3475 8275 4968 880
3424278,45,10317,06-07-0011T07:56:54,visaelectron,4175 0068 1829 8216
3424284,78,10346,06-07-0035T07:44:18,visaelectron,4508 6750 4879 1899
3424289,190,10035,06-07-0006T10:18:07,visaelectron,4026 7658 6603 9167
3424291,361,10216,06-07-0007T03:25:12,maestro,6761 4983 9051 6690
3424292,724,10257,05-07-0016T10:48:17,instapayment,6390 2684 4054 1561
3424293,159,10115,05-07-0033T07:13:07,instapayment,6398 7445 2963 4974
3424296,731,10066,05-07-0017T05:16:44,mastercard,5204 9149 1672 8723
3424298,594,10286,05-07-0020T10:56:10,instapayment,6377 2170 6073 2361
3424308,97,10117,06-07-0027T10:36:41,visa,4314 5948 2998 6442
3424310,474,10053,05-07-0021T06:40:54,visaelectron,4026 9313 5055 2277
3424311,361,10027,06-07-0015T01:18:54,visaelectron,4175 0077 1847 7819
3424315,882,10089,06-07-0007T11:39:34,visaelectron,4026 7126 2169 7004
3424318,285,10059,05-07-0032T04:06:49,visa,4071 5011 4792 9775
3424325,975,10079,05-07-0013T12:34:01,visaelectron,4508 2642 4840 2795
3424331,548,10161,06-07-0010T01:48:27,visaelectron,4844 9141 3134 3778
3424333,973,10334,05-07-0013T12:23:30,instapayment,6381 3961 6908 5139
3424334,721,10257,06-07-0018T07:21:47,maestro,5038 0321 1282 5607
3424335,976,10178,05-07-0032T12:26:41,visa,4530 9449 6565 9717
3424338,14,10110,05-07-0033T06:06:54,amex,3407 5040 5616 094
3424341,277,10075,05-07-0033T05:28:19,visa,4321 2130 0328 0362
3424343,863,10075,06-07-0026T09:30:09,amex,3727 4184 2681 800
3424344,267,10231,06-07-0034T07:33:17,maestro,5020 5680 3277 4060
3424346,828,10090,05-07-0012T04:18:01,visa,4299 5728 9855 8648
3424348,108,10031,06-07-0035T03:11:06,mastercard,5107 0135 3890 0386
3424349,185,10040,05-07-0025T04:11:11,amex,3410 2894 8246 128
3424351,541,10052,06-07-0019T02:23:54,amex,3411 4728 3975 040
3424352,210,10117,06-07-0031T07:19:18,maestro,6763 6129 0714 7561
3424355,387,10264,05-07-0029T09:00:15,visa,4785 5331 5945 2930
3424357,784,10035,06-07-0010T07:29:22,amex,3725 4184 3300 263
3424361,822,10253,06-07-0031T02:42:58,amex,3492 5237 9133 199
3424371,880,10306,05-07-0017T06:56:54,amex,3777 8028 8371 331
3424372,901,10052,06-07-0010T10:19:52,mastercard,5186 7602 4644 2200
3424376,685,10177,06-07-0035T05:39:24,instapayment,6375 6059 0263 6430
3424392,750,10063,05-07-0016T05:58:47,instapayment,6392 9196 7380 5259
3424401,929,10346,05-07-0012T08:00:26,mastercard,5226 5201 0851 4195
3424403,263,10178,06-07-0019T07:16:37,mastercard,5578 6533 8412 3813
3424405,877,10014,05-07-0008T04:23:05,maestro,6759 1863 5163 0048
3424407,848,10191,05-07-0024T05:57:48,mastercard,5486 5993 5777 8904
3424410,851,10329,06-07-0010T01:16:06,amex,3478 8940 5668 847
3424423,202,10286,05-07-0032T04:06:01,visa,4130 0115 3792 8907
3424424,329,10187,05-07-0029T05:55:12,visaelectron,4026 9691 4858 5290
3424425,122,10285,06-07-0031T08:24:25,mastercard,5315 2913 1987 1525
3424426,511,10097,06-07-0023T05:59:54,visa,4085 3232 3754 7860
3424430,849,10345,05-07-0033T08:38:50,visaelectron,4844 6596 0963 5292
3424431,644,10243,05-07-0012T03:53:00,visa,4648 8390 3130 0446
3424433,877,10304,06-07-0015T09:24:06,maestro,5018 8767 2206 5929
3424434,314,10114,05-07-0008T06:41:01,maestro,6762 9930 6199 9281
3424436,280,10215,05-07-0017T12:04:01,mastercard,5392 7349 5097 0920
3424438,187,10258,06-07-0022T07:42:33,visaelectron,4508 1060 3192 1830
3424442,905,10094,06-07-0027T11:23:50,visaelectron,4917 4572 9888 3212
3424443,414,10075,05-07-0012T12:29:19,mastercard,5565 4830 6793 7379
3424446,485,10030,05-07-0016T10:12:55,mastercard,5291 7769 0870 1057
3424451,669,10348,06-07-0018T07:16:51,amex,3406 4149 2219 639
3424452,887,10187,06-07-0019T01:42:00,instapayment,6389 5377 4927 9963
3424453,139,10126,06-07-0030T07:32:45,maestro,6763 6851 6617 8055
3424454,14,10069,06-07-0035T01:32:20,mastercard,5389 1772 4908 9711
3424457,282,10027,06-07-0035T03:00:32,amex,3727 5114 3464 012
3424459,557,10187,05-07-0009T06:52:17,instapayment,6375 7601 1362 5951
3424460,713,10035,05-07-0024T05:18:02,visa,4562 1784 8739 5150
3424466,329,10116,06-07-0015T12:52:21,mastercard,5372 7755 1640 9824
3424467,711,10131,06-07-0035T06:04:50,visa,4020 2642 0241 1740
3424469,106,10178,06-07-0015T10:34:38,instapayment,6388 1750 2793 3265
3424470,998,10297,06-07-0026T02:48:05,amex,3702 5499 5656 233
3424477,836,10207,06-07-0015T05:26:35,amex,3461 7279 8655 866
3424487,571,10075,05-07-0032T09:32:54,maestro,5020 8184 0048 5272
3424489,783,10277,05-07-0016T08:03:50,amex,3416 1038 5023 654
3424490,395,10079,05-07-0009T11:22:06,mastercard,5172 9885 7255 1650
3424492,123,10182,05-07-0028T05:50:27,visa,4513 7944 9480 9924
3424494,241,10033,06-07-0010T12:42:24,maestro,6762 5934 5821 9192
3424495,975,10336,06-07-0006T08:03:48,visaelectron,4175 0027 3192 3758
3424499,116,10203,06-07-0030T12:26:26,visaelectron,4175 0099 4492 6072
3424509,303,10139,05-07-0012T08:07:53,amex,3434 2794 2943 342
3424512,620,10208,05-07-0012T08:45:16,maestro,5018 9952 4849 8180
3424516,219,10093,05-07-0020T02:02:55,visa,4865 6179 5360 3740
3424517,526,10110,06-07-0026T01:30:21,amex,3780 7145 2700 631
3424525,740,10243,05-07-0017T04:57:02,instapayment,6389 1270 2098 8308
3424529,138,10079,05-07-0025T10:48:11,instapayment,6377 0364 7618 8160
3424532,473,10182,06-07-0022T02:42:35,maestro,6759 3661 2026 8565
3424537,403,10161,06-07-0015T05:48:44,maestro,6761 6828 7474 5459
3424538,422,10286,06-07-0007T04:49:38,visaelectron,4917 2928 8547 9870
3424542,206,10208,05-07-0025T09:29:35,mastercard,5476 7635 4238 1097
3424546,192,10297,06-07-0011T01:44:55,visa,4142 8452 9275 4743
3424551,169,10171,06-07-0010T04:08:53,maestro,6304 6731 3157 6765
3424554,500,10053,05-07-0024T04:22:38,mastercard,5392 9503 1141 0410
3424556,919,10146,06-07-0031T11:01:37,instapayment,6394 6334 2411 8171
3424557,171,10320,06-07-0023T04:18:01,amex,3745 6490 3852 666
3424558,888,10111,05-07-0028T03:56:35,maestro,5893 0589 9775 8930
3424559,807,10280,06-07-0022T04:57:23,instapayment,6388 7325 7876 1501
3424562,431,10030,05-07-0033T09:53:00,visaelectron,4175 0023 5603 4584
3424565,555,10040,05-07-0020T09:02:53,visa,4452 7829 6553 7143
3424567,504,10181,06-07-0031T09:36:53,visa,4479 7296 4236 4457
3424578,271,10161,05-07-0021T08:07:34,mastercard,5231 4095 2214 3265
3424580,737,10029,05-07-0012T05:52:32,amex,3724 8031 6242 613
3424581,985,10079,06-07-0010T05:16:06,amex,3400 3154 8981 095
3424582,527,10171,06-07-0006T08:38:56,instapayment,6399 5940 0870 3348
3424588,643,10167,06-07-0006T05:19:53,visa,4699 7463 0412 2720
3424592,36,10094,06-07-0030T03:03:06,instapayment,6386 1232 9767 3148
3424593,370,10126,06-07-0011T01:24:06,visaelectron,4913 7587 7375 7167
3424601,566,10293,05-07-0024T05:47:31,instapayment,6373 0335 9574 6642
