"PaymentID";"CustomerId";"ProductId";"TransactionDate";"CreditCard";"CreditCardNumber"
"3423676";"272";"10264";"2013-01-30T09:16:42";"instapayment";"6392 1172 9524 3146"
"3423677";"384";"10266";"2013-01-23T01:56:05";"amex";"3460 0280 0193 582"
"3423678";"540";"10088";"2013-01-30T01:37:29";"instapayment";"6398 6468 6910 2365"
"3423679";"676";"10320";"2013-01-06T05:45:00";"instapayment";"6390 6881 3243 4777"
"3423680";"551";"10067";"2013-01-12T07:55:03";"mastercard";"5283 2698 0795 9646"
"3423681";"59";"10095";"2013-01-01T05:29:49";"instapayment";"6372 7111 4264 1728"
"3423682";"684";"10167";"2013-01-06T10:02:43";"amex";"3427 0965 1745 658"
"3423683";"108";"10058";"2013-01-03T05:04:17";"amex";"3452 3596 7067 238"
"3423684";"832";"10159";"2013-01-25T07:22:31";"mastercard";"5179 3177 6734 1813"
"3423685";"917";"10265";"2013-01-14T11:56:57";"visa";"4458 1721 5278 5867"
"3423686";"447";"10160";"2013-01-29T11:57:37";"visa";"4740 4196 2457 0635"
"3423687";"109";"10086";"2013-01-30T05:05:53";"visa";"4357 4895 2363 3416"
"3423688";"759";"10079";"2013-01-29T08:32:50";"maestro";"6759 1687 5362 8481"
"3423689";"742";"10011";"2013-01-22T10:27:54";"amex";"3409 8361 1240 371"
"3423690";"20";"10290";"2013-01-13T02:22:09";"instapayment";"6386 5478 4262 9868"
"3423691";"465";"10275";"2013-01-27T08:10:46";"amex";"3488 0892 4648 758"
"3423692";"272";"10331";"2013-01-10T05:17:17";"instapayment";"6378 7547 5028 2900"
"3423693";"914";"10025";"2013-01-25T05:34:41";"visa";"4340 4035 2872 6174"
"3423694";"199";"10093";"2013-01-16T04:29:05";"amex";"3723 4117 8586 630"
"3423695";"51";"10234";"2013-01-26T01:30:41";"visaelectron";"4026 1493 5121 0007"
"3423696";"61";"10163";"2013-01-18T04:34:45";"visa";"4643 9807 4440 3518"
"3423697";"633";"10207";"2013-01-02T02:58:22";"maestro";"5018 6166 1283 9235"
"3423698";"605";"10097";"2013-01-10T08:56:22";"maestro";"6759 9342 3744 7370"
"3423699";"477";"10268";"2013-01-19T05:01:10";"visaelectron";"4508 3086 9952 0272"
"3423700";"73";"10107";"2013-01-06T02:22:30";"maestro";"5020 4107 9160 8314"
"3423701";"483";"10128";"2013-01-06T09:37:20";"visa";"4936 2481 3771 9007"
"3423702";"149";"10214";"2013-01-07T09:25:32";"mastercard";"5524 8994 6907 3499"
"3423703";"703";"10056";"2013-01-14T02:18:33";"maestro";"6762 8180 4081 5359"
"3423704";"748";"10132";"2013-01-30T09:10:53";"maestro";"5038 1943 3074 5957"
"3423705";"846";"10199";"2013-01-10T12:45:04";"maestro";"5018 5796 6656 3665"
"3423706";"26";"10311";"2013-01-10T03:19:28";"instapayment";"6386 5780 2915 4461"
"3423707";"697";"10255";"2013-01-27T04:15:38";"visa";"4892 6677 8535 4365"
"3423708";"920";"10159";"2013-01-16T06:12:17";"visaelectron";"4917 3857 3291 3131"
"3423709";"910";"10221";"2013-01-26T09:42:46";"visaelectron";"4917 2603 0036 2047"
"3423710";"802";"10091";"2013-01-14T01:26:26";"mastercard";"5406 9196 5689 9259"
"3423711";"515";"10073";"2013-01-29T10:10:28";"maestro";"5018 8522 8084 0573"
"3423712";"541";"10284";"2013-01-02T02:33:35";"maestro";"6759 9364 0121 8735"
"3423713";"230";"10137";"2013-01-17T04:47:18";"amex";"3465 9370 0347 351"
"3423714";"394";"10075";"2013-01-23T03:28:04";"visa";"4193 2091 8325 6854"
"3423715";"422";"10074";"2013-01-19T03:24:38";"mastercard";"5483 0696 5627 2754"
"3423716";"663";"10262";"2013-01-08T06:05:45";"visaelectron";"4917 3837 3814 9883"
"3423717";"109";"10207";"2013-01-22T12:34:52";"maestro";"5038 3950 1025 6740"
"3423718";"973";"10281";"2013-01-30T01:10:22";"instapayment";"6371 6965 4388 5449"
"3423719";"907";"10259";"2013-01-22T08:10:42";"maestro";"5038 1493 9988 4089"
"3423720";"364";"10336";"2013-01-04T01:07:12";"instapayment";"6385 1483 1508 1306"
"3423721";"283";"10325";"2013-01-03T01:18:40";"instapayment";"6379 5267 1283 1159"
"3423722";"136";"10326";"2013-01-16T03:53:11";"amex";"3777 9481 1285 660"
"3423723";"709";"10057";"2013-01-22T06:40:51";"instapayment";"6391 6245 2140 9616"
"3423724";"524";"10328";"2013-01-23T03:42:29";"amex";"3461 3107 1301 515"
"3423725";"631";"10081";"2013-01-21T10:38:34";"instapayment";"6394 3130 2526 2153"
"3423726";"837";"10183";"2013-01-16T06:24:25";"visaelectron";"4917 2000 5817 0382"
"3423727";"215";"10280";"2013-01-19T08:21:12";"instapayment";"6395 5036 2715 1486"
"3423728";"638";"10312";"2013-01-14T02:43:46";"instapayment";"6381 4954 6856 8801"
"3423729";"915";"10179";"2013-01-06T04:46:05";"visa";"4533 0387 0838 8408"
"3423730";"936";"10213";"2013-01-16T11:33:07";"amex";"3408 3690 8819 242"
"3423731";"850";"10153";"2013-01-23T03:16:37";"amex";"3733 6177 0126 774"
"3423732";"97";"10308";"2013-01-02T03:50:38";"mastercard";"5111 1527 2991 1747"
"3423733";"785";"10319";"2013-01-08T04:14:25";"mastercard";"5535 2955 4286 2528"
"3423734";"379";"10257";"2013-01-07T07:32:48";"amex";"3746 1650 7354 505"
"3423735";"322";"10177";"2013-01-09T11:55:13";"visaelectron";"4175 0010 7670 7370"
"3423736";"592";"10036";"2013-01-03T06:59:00";"instapayment";"6377 4778 6299 2809"
"3423737";"528";"10284";"2013-01-17T05:24:34";"amex";"3408 2796 5936 821"
"3423738";"319";"10070";"2013-01-25T03:57:24";"instapayment";"6397 6802 4635 8995"
"3423739";"810";"10271";"2013-01-16T09:03:42";"visa";"4100 7554 2840 0543"
"3423740";"602";"10204";"2013-01-10T02:22:46";"instapayment";"6384 5219 0619 5969"
"3423741";"316";"10219";"2013-01-20T08:12:55";"visaelectron";"4844 0482 9546 2197"
"3423742";"740";"10010";"2013-01-24T04:02:30";"visaelectron";"4175 0065 0622 8004"
"3423743";"515";"10241";"2013-01-15T11:01:14";"visaelectron";"4508 8662 1319 3140"
"3423744";"96";"10230";"2013-01-17T10:38:54";"visaelectron";"4917 2327 4615 4320"
"3423745";"926";"10022";"2013-01-03T07:13:48";"visa";"4128 6327 7890 1537"
"3423746";"373";"10242";"2013-01-27T04:00:44";"maestro";"6762 0023 0660 7921"
"3423747";"112";"10274";"2013-01-26T11:23:46";"amex";"3474 2654 4801 920"
"3423748";"918";"10011";"2013-01-07T03:58:38";"maestro";"6762 7666 9982 7367"
"3423749";"178";"10299";"2013-01-21T01:05:47";"mastercard";"5399 0730 0304 3804"
"3423750";"951";"10333";"2013-01-18T10:49:44";"mastercard";"5305 9067 6626 0300"
"3423751";"38";"10279";"2013-01-21T08:03:05";"mastercard";"5409 8741 8521 1384"
"3423752";"510";"10115";"2013-01-02T11:14:07";"visa";"4007 9946 7089 4475"
"3423753";"574";"10069";"2013-01-11T10:39:30";"visa";"4605 6946 1314 0558"
"3423754";"126";"10143";"2013-01-08T03:47:38";"visaelectron";"4026 2663 7501 5129"
"3423755";"682";"10132";"2013-01-08T02:46:52";"visa";"4353 3543 2108 5181"
"3423756";"883";"10112";"2013-01-29T07:43:12";"visa";"4700 4362 8016 8494"
"3423757";"886";"10187";"2013-01-16T12:41:22";"amex";"3402 6106 4741 520"
"3423758";"565";"10202";"2013-01-19T09:48:30";"mastercard";"5247 8684 5129 5648"
"3423759";"855";"10191";"2013-01-05T03:44:44";"mastercard";"5368 3548 4105 9450"
"3423760";"60";"10121";"2013-01-29T11:04:02";"amex";"3441 7937 9871 905"
"3423761";"671";"10096";"2013-01-27T03:08:08";"maestro";"6304 7472 5561 8338"
"3423762";"61";"10187";"2013-01-29T12:37:20";"maestro";"5893 0621 4338 1852"
"3423763";"163";"10089";"2013-01-03T05:45:20";"instapayment";"6386 3174 3971 5292"
"3423764";"355";"10206";"2013-01-17T11:51:02";"amex";"3762 9760 6296 398"
"3423765";"952";"10228";"2013-01-09T09:53:55";"amex";"3704 8100 1140 353"
"3423766";"681";"10198";"2013-01-13T11:41:26";"amex";"3738 7437 0751 106"
"3423767";"123";"10277";"2013-01-12T07:18:16";"visa";"4805 4617 9818 6931"
"3423768";"223";"10056";"2013-01-12T11:51:48";"visa";"4070 7837 8749 3467"
"3423769";"566";"10291";"2013-01-09T05:43:42";"amex";"3754 9823 9698 213"
"3423770";"276";"10096";"2013-01-29T07:42:02";"mastercard";"5345 3449 2750 6357"
"3423771";"165";"10279";"2013-01-23T01:36:23";"maestro";"5018 7778 1358 0695"
"3423772";"556";"10088";"2013-01-19T01:19:36";"amex";"3406 3146 4424 366"
"3423773";"896";"10324";"2013-01-25T04:58:10";"mastercard";"5136 7560 9684 7978"
"3423774";"873";"10032";"2013-01-30T10:28:20";"amex";"3748 9712 6929 402"
"3423775";"860";"10050";"2013-01-02T07:20:50";"visa";"4841 4632 8653 3596"
"3423776";"641";"10263";"2013-01-30T01:32:18";"instapayment";"6370 9527 1770 1206"
"3423777";"1000";"10197";"2013-01-05T03:17:13";"visaelectron";"4175 0095 8952 4703"
"3423778";"792";"10071";"2013-01-30T03:30:53";"instapayment";"6387 7344 1170 3576"
"3423779";"991";"10005";"2013-01-05T02:10:04";"mastercard";"5483 2430 7863 9185"
"3423780";"179";"10016";"2013-01-02T11:39:36";"visa";"4383 2898 7096 7039"
"3423781";"349";"10046";"2013-01-18T09:07:06";"instapayment";"6372 1350 4114 9981"
"3423782";"495";"10082";"2013-01-07T08:40:43";"instapayment";"6388 1580 8171 9028"
"3423783";"343";"10292";"2013-01-13T08:32:08";"mastercard";"5336 1251 0267 5849"
"3423784";"51";"10007";"2013-01-09T04:25:48";"maestro";"6304 1087 9098 4802"
"3423785";"686";"10312";"2013-01-23T11:58:41";"instapayment";"6394 8122 2293 2591"
"3423786";"501";"10107";"2013-01-29T05:22:02";"mastercard";"5564 7958 2190 0083"
"3423787";"309";"10337";"2013-01-13T09:05:29";"visa";"4885 8980 0189 8989"
"3423788";"761";"10125";"2013-01-23T11:34:21";"visaelectron";"4913 9979 4515 2085"
"3423789";"730";"10184";"2013-01-08T07:12:18";"maestro";"5893 1796 9415 9956"
"3423790";"897";"10092";"2013-01-27T10:09:37";"mastercard";"5368 6647 2215 4026"
"3423791";"689";"10100";"2013-01-24T06:49:27";"instapayment";"6378 4881 4349 7434"
"3423792";"727";"10247";"2013-01-10T02:01:34";"instapayment";"6397 2249 2858 9187"
"3423793";"715";"10305";"2013-01-03T12:52:22";"mastercard";"5328 5749 6714 0060"
"3423794";"261";"10058";"2013-01-04T08:51:44";"maestro";"5020 3405 1268 4478"
"3423795";"284";"10040";"2013-01-20T02:50:14";"maestro";"6759 0569 0573 4408"
"3423796";"836";"10122";"2013-01-18T07:18:56";"visaelectron";"4026 2958 9803 7989"
"3423797";"11";"10305";"2013-01-13T02:28:22";"amex";"3430 7892 9599 050"
"3423798";"30";"10134";"2013-01-10T06:04:53";"visaelectron";"4508 2028 0513 2884"
"3423799";"156";"10342";"2013-01-21T04:17:11";"amex";"3770 4410 8581 433"
"3423800";"960";"10124";"2013-01-03T08:12:25";"visa";"4864 0137 9128 2361"
"3423801";"298";"10343";"2013-01-13T01:41:15";"instapayment";"6395 4369 0926 7656"
"3423802";"635";"10298";"2013-01-17T11:32:52";"mastercard";"5535 0768 9889 9375"
"3423803";"665";"10099";"2013-01-27T02:18:36";"instapayment";"6391 9293 3951 3511"
"3423804";"344";"10146";"2013-01-01T04:49:20";"visaelectron";"4917 4535 6437 9118"
"3423805";"56";"10209";"2013-01-12T10:57:25";"mastercard";"5484 9249 1451 4646"
"3423806";"939";"10129";"2013-01-19T06:20:34";"visaelectron";"4508 8198 4248 3994"
"3423807";"648";"10341";"2013-01-19T10:44:17";"maestro";"6761 4347 5610 2197"
"3423808";"38";"10299";"2013-01-24T03:08:12";"mastercard";"5176 9206 8235 0331"
"3423809";"334";"10089";"2013-01-28T12:16:51";"visaelectron";"4175 0075 2825 6700"
"3423810";"777";"10337";"2013-01-02T11:31:45";"visaelectron";"4175 0058 7647 9163"
"3423811";"341";"10167";"2013-01-26T06:33:55";"amex";"3485 7574 9258 143"
"3423812";"817";"10149";"2013-01-19T06:45:48";"maestro";"5020 7514 6796 5623"
"3423813";"54";"10200";"2013-01-26T09:02:52";"visa";"4270 8717 4121 6369"
"3423814";"664";"10234";"2013-01-15T04:25:13";"visaelectron";"4844 9689 4495 2290"
"3423815";"930";"10270";"2013-01-28T12:07:24";"amex";"3410 6680 1543 280"
"3423816";"252";"10001";"2013-01-29T03:14:01";"visa";"4804 0401 5877 1630"
"3423817";"324";"10108";"2013-01-02T09:43:34";"mastercard";"5330 2470 0803 8892"
"3423818";"956";"10127";"2013-01-08T05:36:57";"mastercard";"5228 2290 3444 2459"
"3423819";"830";"10095";"2013-01-26T12:33:52";"instapayment";"6395 3183 3968 3993"
"3423820";"843";"10080";"2013-01-15T12:31:31";"instapayment";"6386 4936 6816 5382"
"3423821";"521";"10337";"2013-01-01T08:20:07";"visaelectron";"4913 8573 9518 5615"
"3423822";"24";"10134";"2013-01-22T09:19:39";"visaelectron";"4026 6393 2622 6674"
"3423823";"45";"10290";"2013-01-22T05:52:01";"visa";"4458 5954 4545 1451"
"3423824";"433";"10227";"2013-01-19T05:39:44";"amex";"3452 3443 9506 246"
"3423825";"100";"10248";"2013-01-25T11:14:41";"mastercard";"5587 0685 5603 7577"
"3423826";"234";"10034";"2013-01-29T01:17:42";"instapayment";"6385 3411 9348 0365"
"3423827";"251";"10054";"2013-01-07T10:58:45";"amex";"3718 9803 6525 234"
"3423828";"279";"10012";"2013-01-08T03:59:54";"visaelectron";"4508 8635 1304 6417"
"3423829";"396";"10257";"2013-01-13T06:42:34";"visa";"4404 1018 0968 5001"
"3423830";"797";"10251";"2013-01-02T07:08:43";"visa";"4876 2789 5454 3919"
"3423831";"438";"10121";"2013-01-30T07:30:24";"maestro";"6762 5887 5132 2289"
"3423832";"491";"10298";"2013-01-27T07:58:56";"visa";"4958 1852 2347 8424"
"3423833";"895";"10064";"2013-01-09T11:57:10";"visaelectron";"4175 0058 5475 1245"
"3423834";"775";"10334";"2013-01-10T09:05:27";"amex";"3422 3297 4258 275"
"3423835";"237";"10134";"2013-01-19T06:57:04";"visa";"4663 7517 7743 8100"
"3423836";"750";"10011";"2013-01-08T03:20:59";"visa";"4490 4406 3375 8963"
"3423837";"708";"10090";"2013-01-13T07:02:31";"amex";"3786 4912 6117 793"
"3423838";"803";"10113";"2013-01-14T03:51:04";"visaelectron";"4508 8722 8430 9961"
"3423839";"295";"10278";"2013-01-30T09:30:16";"instapayment";"6381 3903 4393 6309"
"3423840";"481";"10215";"2013-01-24T05:15:21";"instapayment";"6389 4604 5336 4006"
"3423841";"248";"10088";"2013-01-21T11:25:12";"visaelectron";"4917 2480 6437 1544"
"3423842";"320";"10079";"2013-01-20T11:47:10";"instapayment";"6375 1047 6788 1323"
"3423843";"308";"10281";"2013-01-27T07:29:58";"mastercard";"5383 2686 3916 1438"
"3423844";"913";"10290";"2013-01-26T05:46:27";"mastercard";"5369 4471 5846 3544"
"3423845";"334";"10184";"2013-01-14T07:49:50";"instapayment";"6386 6542 6750 9003"
"3423846";"373";"10031";"2013-01-29T02:43:31";"visa";"4518 4023 6617 0350"
"3423847";"577";"10238";"2013-01-22T06:11:19";"instapayment";"6387 2734 4988 9552"
"3423848";"694";"10238";"2013-01-29T06:36:27";"instapayment";"6392 9814 9951 1040"
"3423849";"230";"10237";"2013-01-21T09:44:14";"visa";"4143 2210 5081 3106"
"3423850";"280";"10057";"2013-01-16T08:42:45";"mastercard";"5391 5087 3667 8622"
"3423851";"204";"10055";"2013-01-23T02:53:06";"maestro";"6761 3829 0512 9340"
"3423852";"992";"10071";"2013-01-06T03:12:46";"visaelectron";"4026 5831 1852 8048"
"3423853";"332";"10166";"2013-01-14T08:06:42";"visa";"4422 8870 1928 4555"
"3423854";"711";"10297";"2013-01-03T06:48:05";"visaelectron";"4917 4752 7783 9054"
"3423855";"276";"10013";"2013-01-13T12:35:29";"maestro";"6304 5081 6397 7772"
"3423856";"259";"10294";"2013-01-25T03:31:50";"instapayment";"6398 1043 9375 2974"
"3423857";"515";"10095";"2013-01-05T09:24:52";"mastercard";"5507 5591 1030 6125"
"3423858";"992";"10194";"2013-01-04T04:41:57";"maestro";"6759 9457 4224 7048"
"3423859";"676";"10147";"2013-01-09T12:55:23";"maestro";"5018 4929 9947 1830"
"3423860";"77";"10227";"2013-01-03T03:54:05";"visaelectron";"4844 0528 7328 7596"
"3423861";"363";"10331";"2013-01-10T11:05:24";"maestro";"6761 3422 5382 9370"
"3423862";"663";"10177";"2013-01-25T03:36:37";"amex";"3433 1832 8444 130"
"3423863";"360";"10060";"2013-01-14T06:00:42";"instapayment";"6382 5827 3513 6246"
"3423864";"767";"10113";"2013-01-20T12:50:22";"visaelectron";"4175 0048 5833 1930"
"3423865";"774";"10216";"2013-01-02T02:57:28";"amex";"3493 7137 0018 355"
"3423866";"619";"10007";"2013-01-16T10:03:43";"visaelectron";"4913 1391 3970 0391"
"3423867";"227";"10196";"2013-01-19T09:27:58";"visa";"4772 3647 9385 5915"
"3423868";"693";"10072";"2013-01-06T04:45:46";"mastercard";"5590 4317 0122 5387"
"3423869";"688";"10251";"2013-01-04T11:34:26";"visaelectron";"4844 1720 2160 7519"
"3423870";"364";"10038";"2013-01-14T08:24:16";"amex";"3402 0097 2606 086"
"3423871";"940";"10048";"2013-01-05T02:42:03";"amex";"3766 6035 4083 336"
"3423872";"417";"10259";"2013-01-07T10:17:08";"instapayment";"6383 4401 9837 2403"
"3423873";"905";"10030";"2013-01-16T05:07:37";"visaelectron";"4844 4052 8986 3766"
"3423874";"184";"10171";"2013-01-29T02:32:37";"visaelectron";"4917 0379 5643 0058"
"3423875";"316";"10122";"2013-01-25T08:58:01";"visa";"4688 7286 5703 7328"
"3423876";"153";"10041";"2013-01-18T06:31:30";"instapayment";"6377 8890 4494 1928"
"3423877";"255";"10072";"2013-01-19T12:18:29";"amex";"3722 7669 2415 520"
"3423878";"293";"10113";"2013-01-24T09:37:03";"instapayment";"6395 3029 9526 1880"
"3423879";"139";"10154";"2013-01-16T10:42:31";"visa";"4970 1482 9401 0264"
"3423880";"182";"10013";"2013-01-06T03:36:56";"instapayment";"6385 8283 8186 4004"
"3423881";"592";"10274";"2013-01-28T01:56:39";"mastercard";"5432 9505 5696 9460"
"3423882";"254";"10106";"2013-01-26T06:05:55";"visa";"4418 6370 4901 9521"
"3423883";"520";"10214";"2013-01-15T04:29:53";"visa";"4466 5043 3218 5388"
"3423884";"158";"10271";"2013-01-04T05:08:17";"amex";"3475 7093 1664 779"
"3423885";"358";"10078";"2013-01-14T10:00:40";"instapayment";"6375 8658 3793 5964"
"3423886";"215";"10297";"2013-01-21T06:48:26";"amex";"3707 3035 9360 348"
"3423887";"163";"10178";"2013-01-28T10:10:45";"visa";"4610 6656 5571 0089"
"3423888";"486";"10021";"2013-01-22T11:48:53";"visaelectron";"4844 9437 8408 2003"
"3423889";"700";"10278";"2013-01-14T01:30:43";"mastercard";"5145 4774 6380 7375"
"3423890";"775";"10197";"2013-01-18T09:20:58";"mastercard";"5163 9115 5871 0208"
"3423891";"147";"10176";"2013-01-20T04:36:07";"mastercard";"5467 6485 0346 5016"
"3423892";"184";"10157";"2013-01-17T11:20:44";"mastercard";"5116 1433 6200 9365"
"3423893";"386";"10138";"2013-01-19T04:24:46";"visaelectron";"4917 1448 0976 4087"
"3423894";"520";"10089";"2013-01-12T07:03:15";"visa";"4722 7936 5274 1819"
"3423895";"91";"10128";"2013-01-16T08:58:47";"amex";"3498 4039 3890 552"
"3423896";"917";"10042";"2013-01-11T07:59:18";"amex";"3430 1480 9404 459"
"3423897";"998";"10124";"2013-01-18T04:38:03";"mastercard";"5233 1200 8795 6656"
"3423898";"539";"10031";"2013-01-15T05:40:29";"visa";"4550 5128 7036 9261"
"3423899";"813";"10086";"2013-01-28T06:32:55";"instapayment";"6371 8490 0471 6609"
"3423900";"130";"10126";"2013-01-27T04:14:33";"mastercard";"5476 2807 5817 5329"
"3423901";"154";"10226";"2013-01-25T07:29:04";"maestro";"6759 5296 7706 3552"
"3423902";"458";"10260";"2013-01-18T08:25:55";"instapayment";"6398 3722 8707 4371"
"3423903";"856";"10027";"2013-01-14T04:14:25";"instapayment";"6395 2151 2926 0653"
"3423904";"440";"10048";"2013-01-25T11:25:57";"visa";"4575 8700 0062 9264"
"3423905";"721";"10120";"2013-01-25T12:04:54";"instapayment";"6381 3605 6617 5786"
"3423906";"807";"10209";"2013-01-27T09:36:31";"visa";"4809 2305 0584 2623"
"3423907";"471";"10304";"2013-01-29T06:48:05";"instapayment";"6396 1735 3304 3026"
"3423908";"736";"10178";"2013-01-21T03:56:05";"instapayment";"6384 4234 8188 7732"
"3423909";"307";"10122";"2013-01-24T09:08:29";"instapayment";"6390 3444 6721 8456"
"3423910";"763";"10119";"2013-01-03T03:13:59";"visaelectron";"4508 3958 6728 5648"
"3423911";"949";"10142";"2013-01-28T12:11:12";"mastercard";"5104 5064 7705 6287"
"3423912";"643";"10285";"2013-01-21T02:51:36";"visa";"4133 1541 9972 5588"
"3423913";"452";"10225";"2013-01-28T11:39:15";"visa";"4203 5718 6856 1595"
"3423914";"568";"10188";"2013-01-19T12:31:29";"visa";"4470 7173 2004 2684"
"3423915";"397";"10148";"2013-01-07T08:55:01";"mastercard";"5201 3262 5022 5260"
